slide_id,slide_type,forest,n,n_slide,n_runout,tp,tn,fp,fn,auc,auc_prob
21,3,1,6344,69,247.0,69,1467,178,0,0.9858167330677291,0.9965840983890525
21,3,2,6344,69,247.0,69,1467,178,0,0.9858167330677291,0.9965840983890525
21,3,3,6344,69,247.0,69,1467,178,0,0.9858167330677291,0.9965840983890525
21,3,4,6344,69,247.0,69,1467,178,0,0.9858167330677291,0.9965840983890525
21,3,5,6344,69,247.0,69,1467,178,0,0.9858167330677291,0.9965840983890525
22,0,0,9225,79,1736.0,79,840,1657,0,0.9094139514541877,0.9965634835177306
22,0,1,9225,79,1735.0,79,841,1656,0,0.9094686201618194,0.9965662515535602
22,0,2,9225,79,1735.0,79,841,1656,0,0.9094686201618194,0.9965662515535602
22,0,3,9225,79,1735.0,79,841,1656,0,0.9094686201618194,0.9965662515535602
22,0,4,9225,79,1736.0,79,840,1657,0,0.9094139514541877,0.9965634835177306
22,0,5,9225,79,1736.0,79,840,1657,0,0.9094139514541877,0.9965634835177306
22,1,0,9225,79,204.0,77,2370,127,2,0.9803988462826663,0.984252644166226
22,1,1,9225,79,204.0,77,2370,127,2,0.9803988462826663,0.9842519521572687
22,1,2,9225,79,204.0,77,2370,127,2,0.9803988462826663,0.9842519521572687
22,1,3,9225,79,204.0,77,2370,127,2,0.9803988462826663,0.9842519521572687
22,1,4,9225,79,204.0,77,2370,127,2,0.9803988462826663,0.984252644166226
22,1,5,9225,79,204.0,77,2370,127,2,0.9803988462826663,0.984252644166226
22,2,0,9225,79,793.0,79,1783,714,0,0.9609665427509293,0.995683940132921
22,2,1,9225,79,792.0,79,1784,713,0,0.9610212114585611,0.9956777120523048
22,2,2,9225,79,792.0,79,1784,713,0,0.9610212114585611,0.9956777120523048
22,2,3,9225,79,792.0,79,1784,713,0,0.9610212114585611,0.9956777120523048
22,2,4,9225,79,793.0,79,1783,714,0,0.9609665427509293,0.995683940132921
22,2,5,9225,79,793.0,79,1783,714,0,0.9609665427509293,0.995683940132921
22,3,0,9225,79,201.0,77,2373,124,2,0.9805628524055615,0.9847806470006948
22,3,1,9225,79,201.0,77,2373,124,2,0.9805628524055615,0.9847799549917373
22,3,2,9225,79,201.0,77,2373,124,2,0.9805628524055615,0.9847799549917373
22,3,3,9225,79,201.0,77,2373,124,2,0.9805628524055615,0.9847799549917373
22,3,4,9225,79,201.0,77,2373,124,2,0.9805628524055615,0.9847806470006948
22,3,5,9225,79,201.0,77,2373,124,2,0.9805628524055615,0.9847806470006948
23,0,0,11543,191,1514.0,191,425,1323,0,0.9417283298097251,0.9975590711695058
23,0,1,11543,191,1514.0,191,425,1323,0,0.9417283298097251,0.9975590711695058
23,0,2,11543,191,1514.0,191,425,1323,0,0.9417283298097251,0.9975590711695058
23,0,3,11543,191,1514.0,191,425,1323,0,0.9417283298097251,0.9975590711695058
23,0,4,11543,191,1514.0,191,425,1323,0,0.9417283298097251,0.9975590711695058
23,0,5,11543,191,1514.0,191,425,1323,0,0.9417283298097251,0.9975590711695058
23,1,0,11543,191,994.0,191,945,803,0,0.9646317829457364,0.9923820421430917
23,1,1,11543,191,994.0,191,945,803,0,0.9646317829457364,0.9923820421430917
23,1,2,11543,191,994.0,191,945,803,0,0.9646317829457364,0.9923820421430917
23,1,3,11543,191,994.0,191,945,803,0,0.9646317829457364,0.9923820421430917
23,1,4,11543,191,994.0,191,945,803,0,0.9646317829457364,0.9923820421430917
23,1,5,11543,191,994.0,191,945,803,0,0.9646317829457364,0.9923820421430917
23,2,0,11543,191,1013.0,191,926,822,0,0.9637949260042283,0.9972726627039911
23,2,1,11543,191,1013.0,191,926,822,0,0.9637949260042283,0.9972726627039911
23,2,2,11543,191,1013.0,191,926,822,0,0.9637949260042283,0.9972726627039911
23,2,3,11543,191,1013.0,191,926,822,0,0.9637949260042283,0.9972726627039911
23,2,4,11543,191,1013.0,191,926,822,0,0.9637949260042283,0.9972726627039911
23,2,5,11543,191,1013.0,191,926,822,0,0.9637949260042283,0.9972726627039911
23,3,0,11543,191,1035.0,191,904,844,0,0.9628259337561663,0.997458759025787
23,3,1,11543,191,1035.0,191,904,844,0,0.9628259337561663,0.997458759025787
23,3,2,11543,191,1035.0,191,904,844,0,0.9628259337561663,0.997458759025787
23,3,3,11543,191,1035.0,191,904,844,0,0.9628259337561663,0.997458759025787
23,3,4,11543,191,1035.0,191,904,844,0,0.9628259337561663,0.997458759025787
23,3,5,11543,191,1035.0,191,904,844,0,0.9628259337561663,0.997458759025787
24,0,0,17554,191,2471.0,191,851,2280,0,0.9343431434659909,0.99768991835259
24,0,1,17554,191,2471.0,191,851,2280,0,0.9343431434659909,0.99768991835259
24,0,2,17554,191,2471.0,191,851,2280,0,0.9343431434659909,0.99768991835259
24,0,3,17554,191,2471.0,191,851,2280,0,0.9343431434659909,0.99768991835259
24,0,4,17554,191,2471.0,191,851,2280,0,0.9343431434659909,0.99768991835259
24,0,5,17554,191,2471.0,191,851,2280,0,0.9343431434659909,0.99768991835259
24,1,0,17554,191,557.0,191,2765,366,0,0.9894603467142774,0.9969368275140041
24,1,1,17554,191,557.0,191,2765,366,0,0.9894603467142774,0.9969368275140041
24,1,2,17554,191,557.0,191,2765,366,0,0.9894603467142774,0.9969368275140041
24,1,3,17554,191,557.0,191,2765,366,0,0.9894603467142774,0.9969368275140041
24,1,4,17554,191,557.0,191,2765,366,0,0.9894603467142774,0.9969368275140041
24,1,5,17554,191,557.0,191,2765,366,0,0.9894603467142774,0.9969368275140041
24,2,0,17554,191,1191.0,191,2131,1000,0,0.9712031330991189,0.9980499545733194
24,2,1,17554,191,1191.0,191,2131,1000,0,0.9712031330991189,0.9980499545733194
24,2,2,17554,191,1191.0,191,2131,1000,0,0.9712031330991189,0.9980499545733194
24,2,3,17554,191,1191.0,191,2131,1000,0,0.9712031330991189,0.9980499545733194
24,2,4,17554,191,1191.0,191,2131,1000,0,0.9712031330991189,0.9980499545733194
24,2,5,17554,191,1191.0,191,2131,1000,0,0.9712031330991189,0.9980499545733194
24,3,0,17554,191,548.0,191,2774,357,0,0.9897195185163854,0.9978020904414605
24,3,1,17554,191,548.0,191,2774,357,0,0.9897195185163854,0.9978020904414605
24,3,2,17554,191,548.0,191,2774,357,0,0.9897195185163854,0.9978020904414605
24,3,3,17554,191,548.0,191,2774,357,0,0.9897195185163854,0.9978020904414605
24,3,4,17554,191,548.0,191,2774,357,0,0.9897195185163854,0.9978020904414605
24,3,5,17554,191,548.0,191,2774,357,0,0.9897195185163854,0.9978020904414605
25,0,0,12519,62,1650.0,62,482,1588,0,0.9362607369350566,0.999687958836462
25,0,1,12519,62,1650.0,62,482,1588,0,0.9362607369350566,0.999687958836462
25,0,2,12519,62,1650.0,62,482,1588,0,0.9362607369350566,0.999687958836462
25,0,3,12519,62,1650.0,62,482,1588,0,0.9362607369350566,0.999687958836462
25,0,4,12519,62,1650.0,62,482,1588,0,0.9362607369350566,0.999687958836462
25,0,5,12519,62,1650.0,62,482,1588,0,0.9362607369350566,0.999687958836462
25,1,0,12519,62,315.0,62,1817,253,0,0.9898450670305853,0.9986391897805872
25,1,1,12519,62,315.0,62,1817,253,0,0.9898450670305853,0.9986391897805872
25,1,2,12519,62,315.0,62,1817,253,0,0.9898450670305853,0.9986391897805872
25,1,3,12519,62,315.0,62,1817,253,0,0.9898450670305853,0.9986391897805872
25,1,4,12519,62,315.0,62,1817,253,0,0.9898450670305853,0.9986391897805872
25,1,5,12519,62,315.0,62,1817,253,0,0.9898450670305853,0.9986391897805872
25,2,0,12519,62,652.0,62,1480,590,0,0.9763185357630247,0.9994361247853908
25,2,1,12519,62,652.0,62,1480,590,0,0.9763185357630247,0.9994361247853908
25,2,2,12519,62,652.0,62,1480,590,0,0.9763185357630247,0.9994361247853908
25,2,3,12519,62,652.0,62,1480,590,0,0.9763185357630247,0.9994361247853908
25,2,4,12519,62,652.0,62,1480,590,0,0.9763185357630247,0.9994361247853908
25,2,5,12519,62,652.0,62,1480,590,0,0.9763185357630247,0.9994361247853908
25,3,0,12519,62,317.0,62,1815,255,0,0.9897647908806293,0.9992432030701742
25,3,1,12519,62,317.0,62,1815,255,0,0.9897647908806293,0.9992432030701742
25,3,2,12519,62,317.0,62,1815,255,0,0.9897647908806293,0.9992432030701742
25,3,3,12519,62,317.0,62,1815,255,0,0.9897647908806293,0.9992432030701742
25,3,4,12519,62,317.0,62,1815,255,0,0.9897647908806293,0.9992432030701742
25,3,5,12519,62,317.0,62,1815,255,0,0.9897647908806293,0.9992432030701742
26,0,0,6206,18,672.0,18,419,654,0,0.9471557853910796,0.999829418947066
26,0,1,6206,18,672.0,18,419,654,0,0.9471557853910796,0.999829418947066
26,0,2,6206,18,672.0,18,419,654,0,0.9471557853910796,0.999829418947066
26,0,3,6206,18,672.0,18,419,654,0,0.9471557853910796,0.999829418947066
26,0,4,6206,18,672.0,18,419,654,0,0.9471557853910796,0.999829418947066
26,0,5,6206,18,672.0,18,419,654,0,0.9471557853910796,0.999829418947066
26,1,0,6206,18,58.0,18,1033,40,0,0.9967679379444085,0.9996947496947497
26,1,1,6206,18,58.0,18,1033,40,0,0.9967679379444085,0.9996947496947497
26,1,2,6206,18,58.0,18,1033,40,0,0.9967679379444085,0.9996947496947497
26,1,3,6206,18,58.0,18,1033,40,0,0.9967679379444085,0.9996947496947497
26,1,4,6206,18,58.0,18,1033,40,0,0.9967679379444085,0.9996947496947497
26,1,5,6206,18,58.0,18,1033,40,0,0.9967679379444085,0.9996947496947497
26,2,0,6206,18,261.0,18,830,243,0,0.9803652230122819,0.9998339079221432
26,2,1,6206,18,261.0,18,830,243,0,0.9803652230122819,0.9998339079221432
26,2,2,6206,18,261.0,18,830,243,0,0.9803652230122819,0.9998339079221432
26,2,3,6206,18,261.0,18,830,243,0,0.9803652230122819,0.9998339079221432
26,2,4,6206,18,261.0,18,830,243,0,0.9803652230122819,0.9998339079221432
26,2,5,6206,18,261.0,18,830,243,0,0.9803652230122819,0.9998339079221432
26,3,0,6206,18,59.0,18,1032,41,0,0.9966871363930188,0.9997037276449041
26,3,1,6206,18,59.0,18,1032,41,0,0.9966871363930188,0.9997037276449041
26,3,2,6206,18,59.0,18,1032,41,0,0.9966871363930188,0.9997037276449041
26,3,3,6206,18,59.0,18,1032,41,0,0.9966871363930188,0.9997037276449041
26,3,4,6206,18,59.0,18,1032,41,0,0.9966871363930188,0.9997037276449041
26,3,5,6206,18,59.0,18,1032,41,0,0.9966871363930188,0.9997037276449041
27,0,0,8487,87,1189.0,87,385,1102,0,0.934404761904762,0.9990982484948002
27,0,1,8487,87,1189.0,87,385,1102,0,0.934404761904762,0.9990982484948002
27,0,2,8487,87,1189.0,87,385,1102,0,0.934404761904762,0.9990982484948002
27,0,3,8487,87,1189.0,87,385,1102,0,0.934404761904762,0.9990982484948002
27,0,4,8487,87,1189.0,87,385,1102,0,0.934404761904762,0.9990982484948002
27,0,5,8487,87,1189.0,87,385,1102,0,0.934404761904762,0.9990982484948002
27,1,0,8487,87,631.0,87,943,544,0,0.9676190476190476,0.9909523809523809
27,1,1,8487,87,631.0,87,943,544,0,0.9676190476190476,0.9909523809523809
27,1,2,8487,87,631.0,87,943,544,0,0.9676190476190476,0.9909523809523809
27,1,3,8487,87,631.0,87,943,544,0,0.9676190476190476,0.9909523809523809
27,1,4,8487,87,631.0,87,943,544,0,0.9676190476190476,0.9909523809523809
27,1,5,8487,87,631.0,87,943,544,0,0.9676190476190476,0.9909523809523809
27,2,0,8487,87,660.0,87,914,573,0,0.9658928571428572,0.9977695675971539
27,2,1,8487,87,660.0,87,914,573,0,0.9658928571428572,0.9977709359605912
27,2,2,8487,87,660.0,87,914,573,0,0.9658928571428572,0.9977709359605912
27,2,3,8487,87,660.0,87,914,573,0,0.9658928571428572,0.9977709359605912
27,2,4,8487,87,660.0,87,914,573,0,0.9658928571428572,0.9977695675971539
27,2,5,8487,87,660.0,87,914,573,0,0.9658928571428572,0.9977695675971539
27,3,0,8487,87,654.0,87,920,567,0,0.96625,0.9966338259441707
27,3,1,8487,87,654.0,87,920,567,0,0.96625,0.9966338259441707
27,3,2,8487,87,654.0,87,920,567,0,0.96625,0.9966338259441707
27,3,3,8487,87,654.0,87,920,567,0,0.96625,0.9966338259441707
27,3,4,8487,87,654.0,87,920,567,0,0.96625,0.9966338259441707
27,3,5,8487,87,654.0,87,920,567,0,0.96625,0.9966338259441707
28,0,0,12500,38,1410.0,38,641,1372,0,0.9449526560744663,0.9992429617616502
28,0,1,12500,38,1399.0,38,652,1361,0,0.9453939977531696,0.9992429617616502
28,0,2,12500,38,1399.0,38,652,1361,0,0.9453939977531696,0.9992429617616502
28,0,3,12500,38,1399.0,38,652,1361,0,0.9453939977531696,0.9992429617616502
28,0,4,12500,38,1410.0,38,641,1372,0,0.9449526560744663,0.9992429617616502
28,0,5,12500,38,1410.0,38,641,1372,0,0.9449526560744663,0.9992429617616502
28,1,0,12500,38,273.0,38,1778,235,0,0.9905713368640668,0.9975039910802525
28,1,1,12500,38,273.0,38,1778,235,0,0.9905713368640668,0.9975039910802525
28,1,2,12500,38,273.0,38,1778,235,0,0.9905713368640668,0.9975039910802525
28,1,3,12500,38,273.0,38,1778,235,0,0.9905713368640668,0.9975039910802525
28,1,4,12500,38,273.0,38,1778,235,0,0.9905713368640668,0.9975039910802525
28,1,5,12500,38,273.0,38,1778,235,0,0.9905713368640668,0.9975039910802525
28,2,0,12500,38,812.0,38,1239,774,0,0.9689455946076071,0.9987467163334431
28,2,1,12500,38,805.0,38,1246,767,0,0.9692264484031455,0.9987488280161163
28,2,2,12500,38,805.0,38,1246,767,0,0.9692264484031455,0.9987488280161163
28,2,3,12500,38,805.0,38,1246,767,0,0.9692264484031455,0.9987488280161163
28,2,4,12500,38,812.0,38,1239,774,0,0.9689455946076071,0.9987467163334431
28,2,5,12500,38,812.0,38,1239,774,0,0.9689455946076071,0.9987467163334431
28,3,0,12500,38,280.0,38,1771,242,0,0.9902904830685284,0.9994594092356553
28,3,1,12500,38,280.0,38,1771,242,0,0.9902904830685284,0.9994594092356553
28,3,2,12500,38,280.0,38,1771,242,0,0.9902904830685284,0.9994594092356553
28,3,3,12500,38,280.0,38,1771,242,0,0.9902904830685284,0.9994594092356553
28,3,4,12500,38,280.0,38,1771,242,0,0.9902904830685284,0.9994594092356553
28,3,5,12500,38,280.0,38,1771,242,0,0.9902904830685284,0.9994594092356553
29,0,0,3052,25,592.0,25,301,567,0,0.9063429137760158,0.9991080277502478
29,0,1,3052,25,592.0,25,301,567,0,0.9063429137760158,0.9991080277502478
29,0,2,3052,25,592.0,25,301,567,0,0.9063429137760158,0.9991080277502478
29,0,3,3052,25,592.0,25,301,567,0,0.9063429137760158,0.9991080277502478
29,0,4,3052,25,592.0,25,301,567,0,0.9063429137760158,0.9991080277502478
29,0,5,3052,25,592.0,25,301,567,0,0.9063429137760158,0.9991080277502478
29,1,0,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9960356788899901
29,1,1,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9960356788899901
29,1,2,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9960356788899901
29,1,3,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9960356788899901
29,1,4,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9960356788899901
29,1,5,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9960356788899901
29,2,0,3052,25,334.0,25,559,309,0,0.9489593657086224,0.9988767756854972
29,2,1,3052,25,334.0,25,559,309,0,0.9489593657086224,0.9988767756854972
29,2,2,3052,25,334.0,25,559,309,0,0.9489593657086224,0.9988767756854972
29,2,3,3052,25,334.0,25,559,309,0,0.9489593657086224,0.9988767756854972
29,2,4,3052,25,334.0,25,559,309,0,0.9489593657086224,0.9988767756854972
29,2,5,3052,25,334.0,25,559,309,0,0.9489593657086224,0.9988767756854972
29,3,0,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9993062438057483
29,3,1,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9993062438057483
29,3,2,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9993062438057483
29,3,3,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9993062438057483
29,3,4,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9993062438057483
29,3,5,3052,25,145.0,25,748,120,0,0.9801783944499505,0.9993062438057483
3,0,0,6372,141,1168.0,141,481,1027,0,0.9175894719948644,0.9977958525833428
3,0,1,6372,141,1154.0,141,495,1013,0,0.9187128871770182,0.9978060964907789
3,0,2,6372,141,1154.0,141,495,1013,0,0.9187128871770182,0.9978060964907789
3,0,3,6372,141,1154.0,141,495,1013,0,0.9187128871770182,0.9978060964907789
3,0,4,6372,141,1168.0,141,481,1027,0,0.9175894719948644,0.9977958525833428
3,0,5,6372,141,1168.0,141,481,1027,0,0.9175894719948644,0.9977958525833428
3,1,0,6372,141,188.0,132,1452,56,9,0.9635914456543637,0.9660243736704262
3,1,1,6372,141,183.0,132,1457,51,9,0.9639926653622758,0.9660323411539875
3,1,2,6372,141,183.0,132,1457,51,9,0.9639926653622758,0.9660323411539875
3,1,3,6372,141,183.0,132,1457,51,9,0.9639926653622758,0.9660323411539875
3,1,4,6372,141,188.0,132,1452,56,9,0.9635914456543637,0.9660243736704262
3,1,5,6372,141,188.0,132,1452,56,9,0.9635914456543637,0.9660243736704262
3,2,0,6372,141,512.0,141,1137,371,0,0.9702294976729258,0.9975300800959741
3,2,1,6372,141,496.0,141,1153,355,0,0.9715134007382443,0.9975004865856032
3,2,2,6372,141,496.0,141,1153,355,0,0.9715134007382443,0.9975004865856032
3,2,3,6372,141,496.0,141,1153,355,0,0.9715134007382443,0.9975004865856032
3,2,4,6372,141,512.0,141,1137,371,0,0.9702294976729258,0.9975300800959741
3,2,5,6372,141,512.0,141,1137,371,0,0.9702294976729258,0.9975300800959741
3,3,0,6372,141,188.0,132,1452,56,9,0.9635914456543637,0.9660351866838308
3,3,1,6372,141,182.0,131,1457,51,10,0.9604465660714957,0.9625323394466697
3,3,2,6372,141,182.0,131,1457,51,10,0.9604465660714957,0.9625323394466697
3,3,3,6372,141,182.0,131,1457,51,10,0.9604465660714957,0.9625323394466697
3,3,4,6372,141,188.0,132,1452,56,9,0.9635914456543637,0.9660351866838308
3,3,5,6372,141,188.0,132,1452,56,9,0.9635914456543637,0.9660351866838308
30,0,0,5145,10,453.0,10,349,443,0,0.9568646543330088,0.9993086660175268
30,0,1,5145,10,452.0,10,350,442,0,0.9569620253164557,0.9993476144109055
30,0,2,5145,10,452.0,10,350,442,0,0.9569620253164557,0.9993476144109055
30,0,3,5145,10,452.0,10,350,442,0,0.9569620253164557,0.9993476144109055
30,0,4,5145,10,453.0,10,349,443,0,0.9568646543330088,0.9993086660175268
30,0,5,5145,10,453.0,10,349,443,0,0.9568646543330088,0.9993086660175268
30,1,0,5145,10,64.0,10,738,54,0,0.9947419668938656,0.9987341772151899
30,1,1,5145,10,64.0,10,738,54,0,0.9947419668938656,0.9987341772151899
30,1,2,5145,10,64.0,10,738,54,0,0.9947419668938656,0.9987341772151899
30,1,3,5145,10,64.0,10,738,54,0,0.9947419668938656,0.9987341772151899
30,1,4,5145,10,64.0,10,738,54,0,0.9947419668938656,0.9987341772151899
30,1,5,5145,10,64.0,10,738,54,0,0.9947419668938656,0.9987341772151899
30,2,0,5145,10,260.0,10,542,250,0,0.9756572541382669,0.9990749756572542
30,2,1,5145,10,257.0,10,545,247,0,0.9759493670886076,0.9990749756572541
30,2,2,5145,10,257.0,10,545,247,0,0.9759493670886076,0.9990749756572541
30,2,3,5145,10,257.0,10,545,247,0,0.9759493670886076,0.9990749756572541
30,2,4,5145,10,260.0,10,542,250,0,0.9756572541382669,0.9990749756572542
30,2,5,5145,10,260.0,10,542,250,0,0.9756572541382669,0.9990749756572542
30,3,0,5145,10,66.0,10,736,56,0,0.9945472249269718,0.9994547224926972
30,3,1,5145,10,63.0,10,739,53,0,0.9948393378773125,0.9994547224926972
30,3,2,5145,10,63.0,10,739,53,0,0.9948393378773125,0.9994547224926972
30,3,3,5145,10,63.0,10,739,53,0,0.9948393378773125,0.9994547224926972
30,3,4,5145,10,66.0,10,736,56,0,0.9945472249269718,0.9994547224926972
30,3,5,5145,10,66.0,10,736,56,0,0.9945472249269718,0.9994547224926972
31,0,0,5995,36,618.0,36,408,582,0,0.951166303070985,0.999314761984673
31,0,1,5995,36,617.0,36,409,581,0,0.9512502097667395,0.999324084950868
31,0,2,5995,36,617.0,36,409,581,0,0.9512502097667395,0.999324084950868
31,0,3,5995,36,617.0,36,409,581,0,0.9512502097667395,0.999324084950868
31,0,4,5995,36,618.0,36,408,582,0,0.951166303070985,0.999314761984673
31,0,5,5995,36,618.0,36,408,582,0,0.951166303070985,0.999314761984673
31,1,0,5995,36,164.0,36,862,128,0,0.9892599429434469,0.9985735861721765
31,1,1,5995,36,163.0,36,863,127,0,0.9893438496392012,0.9985735861721765
31,1,2,5995,36,163.0,36,863,127,0,0.9893438496392012,0.9985735861721765
31,1,3,5995,36,163.0,36,863,127,0,0.9893438496392012,0.9985735861721765
31,1,4,5995,36,164.0,36,862,128,0,0.9892599429434469,0.9985735861721765
31,1,5,5995,36,164.0,36,862,128,0,0.9892599429434469,0.9985735861721765
31,2,0,5995,36,333.0,36,693,297,0,0.9750797113609666,0.9991819097163954
31,2,1,5995,36,333.0,36,693,297,0,0.9750797113609666,0.9992005556487852
31,2,2,5995,36,333.0,36,693,297,0,0.9750797113609666,0.9992005556487852
31,2,3,5995,36,333.0,36,693,297,0,0.9750797113609666,0.9992005556487852
31,2,4,5995,36,333.0,36,693,297,0,0.9750797113609666,0.9991819097163954
31,2,5,5995,36,333.0,36,693,297,0,0.9750797113609666,0.9991819097163954
31,3,0,5995,36,167.0,36,859,131,0,0.989008222856184,0.9991306334023233
31,3,1,5995,36,167.0,36,859,131,0,0.989008222856184,0.9991003337621899
31,3,2,5995,36,167.0,36,859,131,0,0.989008222856184,0.9991003337621899
31,3,3,5995,36,167.0,36,859,131,0,0.989008222856184,0.9991003337621899
31,3,4,5995,36,167.0,36,859,131,0,0.989008222856184,0.9991306334023233
31,3,5,5995,36,167.0,36,859,131,0,0.989008222856184,0.9991306334023233
32,0,0,5940,32,671.0,32,404,639,0,0.9459207853757617,0.9982703537576167
32,0,1,5940,32,671.0,32,404,639,0,0.9459207853757617,0.9982571301624915
32,0,2,5940,32,671.0,32,404,639,0,0.9459207853757617,0.9982571301624915
32,0,3,5940,32,671.0,32,404,639,0,0.9459207853757617,0.9982571301624915
32,0,4,5940,32,671.0,32,404,639,0,0.9459207853757617,0.9982703537576167
32,0,5,5940,32,671.0,32,404,639,0,0.9459207853757617,0.9982703537576167
32,1,0,5940,32,181.0,32,894,149,0,0.9873899796885579,0.997548345463778
32,1,1,5940,32,181.0,32,894,149,0,0.9873899796885579,0.997548345463778
32,1,2,5940,32,181.0,32,894,149,0,0.9873899796885579,0.997548345463778
32,1,3,5940,32,181.0,32,894,149,0,0.9873899796885579,0.997548345463778
32,1,4,5940,32,181.0,32,894,149,0,0.9873899796885579,0.997548345463778
32,1,5,5940,32,181.0,32,894,149,0,0.9873899796885579,0.997548345463778
32,2,0,5940,32,375.0,32,700,343,0,0.9709715639810427,0.9961783810088016
32,2,1,5940,32,374.0,32,701,342,0,0.9710561949898443,0.9961783810088016
32,2,2,5940,32,374.0,32,701,342,0,0.9710561949898443,0.9961783810088016
32,2,3,5940,32,374.0,32,701,342,0,0.9710561949898443,0.9961783810088016
32,2,4,5940,32,375.0,32,700,343,0,0.9709715639810427,0.9961783810088016
32,2,5,5940,32,375.0,32,700,343,0,0.9709715639810427,0.9961783810088016
32,3,0,5940,32,184.0,32,891,152,0,0.987136086662153,0.9986644168923494
32,3,1,5940,32,184.0,32,891,152,0,0.987136086662153,0.9986644168923494
32,3,2,5940,32,184.0,32,891,152,0,0.987136086662153,0.9986644168923494
32,3,3,5940,32,184.0,32,891,152,0,0.987136086662153,0.9986644168923494
32,3,4,5940,32,184.0,32,891,152,0,0.987136086662153,0.9986644168923494
32,3,5,5940,32,184.0,32,891,152,0,0.987136086662153,0.9986644168923494
33,0,0,7950,13,350.0,13,400,337,0,0.9787703162403931,0.999980616586387
33,0,1,7950,13,350.0,13,400,337,0,0.9787703162403931,0.999980616586387
33,0,2,7950,13,350.0,13,400,337,0,0.9787703162403931,0.999980616586387
33,0,3,7950,13,350.0,13,400,337,0,0.9787703162403931,0.999980616586387
33,0,4,7950,13,350.0,13,400,337,0,0.9787703162403931,0.999980616586387
33,0,5,7950,13,350.0,13,400,337,0,0.9787703162403931,0.999980616586387
33,1,0,7950,13,47.0,13,703,34,0,0.9978581327957667,0.9998740078115157
33,1,1,7950,13,47.0,13,703,34,0,0.9978581327957667,0.9998740078115157
33,1,2,7950,13,47.0,13,703,34,0,0.9978581327957667,0.9998740078115157
33,1,3,7950,13,47.0,13,703,34,0,0.9978581327957667,0.9998740078115157
33,1,4,7950,13,47.0,13,703,34,0,0.9978581327957667,0.9998740078115157
33,1,5,7950,13,47.0,13,703,34,0,0.9978581327957667,0.9998740078115157
33,2,0,7950,13,172.0,13,578,159,0,0.989983621015497,0.9999030829319351
33,2,1,7950,13,172.0,13,578,159,0,0.989983621015497,0.9999030829319351
33,2,2,7950,13,172.0,13,578,159,0,0.989983621015497,0.9999030829319351
33,2,3,7950,13,172.0,13,578,159,0,0.989983621015497,0.9999030829319351
33,2,4,7950,13,172.0,13,578,159,0,0.989983621015497,0.9999030829319351
33,2,5,7950,13,172.0,13,578,159,0,0.989983621015497,0.9999030829319351
33,3,0,7950,13,47.0,13,703,34,0,0.9978581327957667,0.999980616586387
33,3,1,7950,13,47.0,13,703,34,0,0.9978581327957667,0.999980616586387
33,3,2,7950,13,47.0,13,703,34,0,0.9978581327957667,0.999980616586387
33,3,3,7950,13,47.0,13,703,34,0,0.9978581327957667,0.999980616586387
33,3,4,7950,13,47.0,13,703,34,0,0.9978581327957667,0.999980616586387
33,3,5,7950,13,47.0,13,703,34,0,0.9978581327957667,0.999980616586387
34,0,0,6328,76,735.0,76,358,659,0,0.947296865003199,0.997853318517022
34,0,1,6328,76,734.0,76,359,658,0,0.9473768394113883,0.9978669983500017
34,0,2,6328,76,734.0,76,359,658,0,0.9473768394113883,0.9978669983500017
34,0,3,6328,76,734.0,76,359,658,0,0.9473768394113883,0.9978669983500017
34,0,4,6328,76,735.0,76,358,659,0,0.947296865003199,0.997853318517022
34,0,5,6328,76,735.0,76,358,659,0,0.947296865003199,0.997853318517022
34,1,0,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983542108630501
34,1,1,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983542108630501
34,1,2,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983542108630501
34,1,3,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983542108630501
34,1,4,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983542108630501
34,1,5,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983542108630501
34,2,0,6328,76,394.0,76,699,318,0,0.9745681381957774,0.9974997474492373
34,2,1,6328,76,394.0,76,699,318,0,0.9745681381957774,0.9975029043337711
34,2,2,6328,76,394.0,76,699,318,0,0.9745681381957774,0.9975029043337711
34,2,3,6328,76,394.0,76,699,318,0,0.9745681381957774,0.9975029043337711
34,2,4,6328,76,394.0,76,699,318,0,0.9745681381957774,0.9974997474492373
34,2,5,6328,76,394.0,76,699,318,0,0.9745681381957774,0.9974997474492373
34,3,0,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983773613496313
34,3,1,6328,76,191.0,76,902,115,0,0.9908029430582214,0.9983773613496313
