slide_id,slide_type,forest,n,n_slide,n_runout,tp,tn,fp,fn,auc,auc_prob
1,0,0,986,175,64.0,40,125,24,135,0.5994891668134579,0.902751453232341
1,0,1,986,175,61.0,38,126,23,137,0.594391403910516,0.8969948916681346
1,0,2,986,175,61.0,38,126,23,137,0.594391403910516,0.8969948916681346
1,0,3,986,175,61.0,38,126,23,137,0.594391403910516,0.8969948916681346
1,0,4,986,175,64.0,40,125,24,135,0.5994891668134579,0.902751453232341
1,0,5,986,175,64.0,40,125,24,135,0.5994891668134579,0.902751453232341
1,1,0,986,175,58.0,34,125,24,141,0.5823463096706009,0.6248934296283247
1,1,1,986,175,58.0,34,125,24,141,0.5823463096706009,0.6225788268451647
1,1,2,986,175,58.0,34,125,24,141,0.5823463096706009,0.6225788268451647
1,1,3,986,175,58.0,34,125,24,141,0.5823463096706009,0.6225788268451647
1,1,4,986,175,58.0,34,125,24,141,0.5823463096706009,0.6248934296283247
1,1,5,986,175,58.0,34,125,24,141,0.5823463096706009,0.6248934296283247
1,2,0,986,175,81.0,57,125,24,118,0.6480605953848865,0.8055240443896425
1,2,1,986,175,75.0,51,125,24,124,0.6309177382420292,0.8060278316011978
1,2,2,986,175,75.0,51,125,24,124,0.6309177382420292,0.8060278316011978
1,2,3,986,175,75.0,51,125,24,124,0.6309177382420292,0.8060278316011978
1,2,4,986,175,81.0,57,125,24,118,0.6480605953848865,0.8055240443896425
1,2,5,986,175,81.0,57,125,24,118,0.6480605953848865,0.8055240443896425
1,3,0,986,175,69.0,42,122,27,133,0.6033538840937115,0.6276202219482121
1,3,1,986,175,69.0,42,122,27,133,0.6033538840937115,0.6225612119076978
1,3,2,986,175,69.0,42,122,27,133,0.6033538840937115,0.6225612119076978
1,3,3,986,175,69.0,42,122,27,133,0.6033538840937115,0.6225612119076978
1,3,4,986,175,69.0,42,122,27,133,0.6033538840937115,0.6276202219482121
1,3,5,986,175,69.0,42,122,27,133,0.6033538840937115,0.6276202219482121
10,0,0,2068,124,214.0,85,255,129,39,0.809562923138192,0.9348595347139255
10,0,1,2068,124,214.0,85,255,129,39,0.809562923138192,0.9348595347139255
10,0,2,2068,124,214.0,85,255,129,39,0.809562923138192,0.9348595347139255
10,0,3,2068,124,214.0,85,255,129,39,0.809562923138192,0.9348595347139255
10,0,4,2068,124,214.0,85,255,129,39,0.809562923138192,0.9348595347139255
10,0,5,2068,124,214.0,85,255,129,39,0.809562923138192,0.9348595347139255
10,1,0,2068,124,174.0,82,292,92,42,0.8069826098499934,0.8802021107128635
10,1,1,2068,124,174.0,82,292,92,42,0.8069826098499934,0.8802021107128635
10,1,2,2068,124,174.0,82,292,92,42,0.8069826098499934,0.8802021107128635
10,1,3,2068,124,174.0,82,292,92,42,0.8069826098499934,0.8802021107128635
10,1,4,2068,124,174.0,82,292,92,42,0.8069826098499934,0.8802021107128635
10,1,5,2068,124,174.0,82,292,92,42,0.8069826098499934,0.8802021107128635
10,2,0,2068,124,288.0,90,186,198,34,0.8119772998805257,0.8947049648214523
10,2,1,2068,124,288.0,90,186,198,34,0.8119772998805257,0.8947049648214523
10,2,2,2068,124,288.0,90,186,198,34,0.8119772998805257,0.8947049648214523
10,2,3,2068,124,288.0,90,186,198,34,0.8119772998805257,0.8947049648214523
10,2,4,2068,124,288.0,90,186,198,34,0.8119772998805257,0.8947049648214523
10,2,5,2068,124,288.0,90,186,198,34,0.8119772998805257,0.8947049648214523
10,3,0,2068,124,198.0,91,277,107,33,0.8394149077392805,0.8816001261117747
10,3,1,2068,124,198.0,91,277,107,33,0.8394149077392805,0.8816001261117747
10,3,2,2068,124,198.0,91,277,107,33,0.8394149077392805,0.8816001261117747
10,3,3,2068,124,198.0,91,277,107,33,0.8394149077392805,0.8816001261117747
10,3,4,2068,124,198.0,91,277,107,33,0.8394149077392805,0.8816001261117747
10,3,5,2068,124,198.0,91,277,107,33,0.8394149077392805,0.8816001261117747
11,0,0,7828,58,315.0,58,464,257,0,0.9834620334620335,0.9987718013580082
11,0,1,7828,58,315.0,58,464,257,0,0.9834620334620335,0.9987640349709315
11,0,2,7828,58,315.0,58,464,257,0,0.9834620334620335,0.9987640349709315
11,0,3,7828,58,315.0,58,464,257,0,0.9834620334620335,0.9987640349709315
11,0,4,7828,58,315.0,58,464,257,0,0.9834620334620335,0.9987718013580082
11,0,5,7828,58,315.0,58,464,257,0,0.9834620334620335,0.9987718013580082
11,1,0,7828,58,278.0,58,501,220,0,0.9858429858429859,0.997697820973683
11,1,1,7828,58,278.0,58,501,220,0,0.9858429858429859,0.9976856166511339
11,1,2,7828,58,278.0,58,501,220,0,0.9858429858429859,0.9976856166511339
11,1,3,7828,58,278.0,58,501,220,0,0.9858429858429859,0.9976856166511339
11,1,4,7828,58,278.0,58,501,220,0,0.9858429858429859,0.997697820973683
11,1,5,7828,58,278.0,58,501,220,0,0.9858429858429859,0.997697820973683
11,2,0,7828,58,363.0,58,416,305,0,0.9803732303732304,0.9990014645187059
11,2,1,7828,58,363.0,58,416,305,0,0.9803732303732304,0.9990003550348379
11,2,2,7828,58,363.0,58,416,305,0,0.9803732303732304,0.9990003550348379
11,2,3,7828,58,363.0,58,416,305,0,0.9803732303732304,0.9990003550348379
11,2,4,7828,58,363.0,58,416,305,0,0.9803732303732304,0.9990014645187059
11,2,5,7828,58,363.0,58,416,305,0,0.9803732303732304,0.9990014645187059
11,3,0,7828,58,275.0,58,504,217,0,0.986036036036036,0.9986442107131762
11,3,1,7828,58,275.0,58,504,217,0,0.986036036036036,0.9986331158744951
11,3,2,7828,58,275.0,58,504,217,0,0.986036036036036,0.9986331158744951
11,3,3,7828,58,275.0,58,504,217,0,0.986036036036036,0.9986331158744951
11,3,4,7828,58,275.0,58,504,217,0,0.986036036036036,0.9986442107131762
11,3,5,7828,58,275.0,58,504,217,0,0.986036036036036,0.9986442107131762
12,0,0,2920,110,320.0,110,314,210,0,0.9626334519572954,0.9949902944031057
12,0,1,2920,110,320.0,110,314,210,0,0.9626334519572954,0.9949902944031057
12,0,2,2920,110,320.0,110,314,210,0,0.9626334519572954,0.9949902944031057
12,0,3,2920,110,320.0,110,314,210,0,0.9626334519572954,0.9949902944031057
12,0,4,2920,110,320.0,110,314,210,0,0.9626334519572954,0.9949902944031057
12,0,5,2920,110,320.0,110,314,210,0,0.9626334519572954,0.9949902944031057
12,1,0,2920,110,302.0,110,332,192,0,0.9658362989323843,0.9910352636687156
12,1,1,2920,110,302.0,110,332,192,0,0.9658362989323843,0.9910352636687156
12,1,2,2920,110,302.0,110,332,192,0,0.9658362989323843,0.9910352636687156
12,1,3,2920,110,302.0,110,332,192,0,0.9658362989323843,0.9910352636687156
12,1,4,2920,110,302.0,110,332,192,0,0.9658362989323843,0.9910352636687156
12,1,5,2920,110,302.0,110,332,192,0,0.9658362989323843,0.9910352636687156
12,2,0,2920,110,358.0,110,276,248,0,0.9558718861209965,0.9956438045939826
12,2,1,2920,110,358.0,110,276,248,0,0.9558718861209965,0.9956438045939826
12,2,2,2920,110,358.0,110,276,248,0,0.9558718861209965,0.9956438045939826
12,2,3,2920,110,358.0,110,276,248,0,0.9558718861209965,0.9956438045939826
12,2,4,2920,110,358.0,110,276,248,0,0.9558718861209965,0.9956438045939826
12,2,5,2920,110,358.0,110,276,248,0,0.9558718861209965,0.9956438045939826
12,3,0,2920,110,293.0,110,341,183,0,0.9674377224199288,0.9945357489485602
12,3,1,2920,110,293.0,110,341,183,0,0.9674377224199288,0.9945357489485602
12,3,2,2920,110,293.0,110,341,183,0,0.9674377224199288,0.9945357489485602
12,3,3,2920,110,293.0,110,341,183,0,0.9674377224199288,0.9945357489485602
12,3,4,2920,110,293.0,110,341,183,0,0.9674377224199288,0.9945357489485602
12,3,5,2920,110,293.0,110,341,183,0,0.9674377224199288,0.9945357489485602
13,0,0,3570,42,101.0,41,322,60,1,0.9795918367346939,0.9971925278047729
13,0,1,3570,42,101.0,41,322,60,1,0.9795918367346939,0.9971925278047729
13,0,2,3570,42,101.0,41,322,60,1,0.9795918367346939,0.9971925278047729
13,0,3,3570,42,101.0,41,322,60,1,0.9795918367346939,0.9971925278047729
13,0,4,3570,42,101.0,41,322,60,1,0.9795918367346939,0.9971925278047729
13,0,5,3570,42,101.0,41,322,60,1,0.9795918367346939,0.9971925278047729
13,1,0,3570,42,91.0,41,332,50,1,0.9810090702947847,0.9962780747219523
13,1,1,3570,42,91.0,41,332,50,1,0.9810090702947847,0.9962780747219523
13,1,2,3570,42,91.0,41,332,50,1,0.9810090702947847,0.9962780747219523
13,1,3,3570,42,91.0,41,332,50,1,0.9810090702947847,0.9962780747219523
13,1,4,3570,42,91.0,41,332,50,1,0.9810090702947847,0.9962780747219523
13,1,5,3570,42,91.0,41,332,50,1,0.9810090702947847,0.9962780747219523
13,2,0,3570,42,172.0,41,251,131,1,0.9695294784580499,0.9969698196739013
13,2,1,3570,42,172.0,41,251,131,1,0.9695294784580499,0.9969698196739013
13,2,2,3570,42,172.0,41,251,131,1,0.9695294784580499,0.9969698196739013
13,2,3,3570,42,172.0,41,251,131,1,0.9695294784580499,0.9969698196739013
13,2,4,3570,42,172.0,41,251,131,1,0.9695294784580499,0.9969698196739013
13,2,5,3570,42,172.0,41,251,131,1,0.9695294784580499,0.9969698196739013
13,3,0,3570,42,94.0,41,329,53,1,0.9805839002267573,0.9968854605334196
13,3,1,3570,42,94.0,41,329,53,1,0.9805839002267573,0.9968854605334196
13,3,2,3570,42,94.0,41,329,53,1,0.9805839002267573,0.9968854605334196
13,3,3,3570,42,94.0,41,329,53,1,0.9805839002267573,0.9968854605334196
13,3,4,3570,42,94.0,41,329,53,1,0.9805839002267573,0.9968854605334196
13,3,5,3570,42,94.0,41,329,53,1,0.9805839002267573,0.9968854605334196
14,0,0,3740,46,204.0,46,333,158,0,0.978613968597726,0.998976012805725
14,0,1,3740,46,204.0,46,333,158,0,0.978613968597726,0.998976012805725
14,0,2,3740,46,204.0,46,333,158,0,0.978613968597726,0.998976012805725
14,0,3,3740,46,204.0,46,333,158,0,0.978613968597726,0.998976012805725
14,0,4,3740,46,204.0,46,333,158,0,0.978613968597726,0.998976012805725
14,0,5,3740,46,204.0,46,333,158,0,0.978613968597726,0.998976012805725
14,1,0,3740,46,189.0,46,348,143,0,0.9806442880346508,0.9952625879805089
14,1,1,3740,46,189.0,46,348,143,0,0.9806442880346508,0.9952625879805089
14,1,2,3740,46,189.0,46,348,143,0,0.9806442880346508,0.9952625879805089
14,1,3,3740,46,189.0,46,348,143,0,0.9806442880346508,0.9952625879805089
14,1,4,3740,46,189.0,46,348,143,0,0.9806442880346508,0.9952625879805089
