slide_id,slide_type,forest,n,n_slide,n_runout,tp,tn,fp,fn,auc,auc_prob
1,0,0,1443,175,200.0,120,161,80,55,0.8113114015322217,0.9211739522307345
1,0,1,1443,175,185.0,114,170,71,61,0.7977174402884183,0.9152388463271744
1,0,2,1443,175,185.0,114,170,71,61,0.7977174402884183,0.9152388463271744
1,0,3,1443,175,185.0,114,170,71,61,0.7977174402884183,0.9152388463271744
1,0,4,1443,175,200.0,120,161,80,55,0.8113114015322217,0.9211739522307345
1,0,5,1443,175,200.0,120,161,80,55,0.8113114015322217,0.9211739522307345
1,1,0,1443,175,71.0,44,214,27,131,0.6150675980171247,0.6313677332131591
1,1,1,1443,175,69.0,42,214,27,133,0.6093533123028392,0.6288575935105905
1,1,2,1443,175,69.0,42,214,27,133,0.6093533123028392,0.6288575935105905
1,1,3,1443,175,69.0,42,214,27,133,0.6093533123028392,0.6288575935105905
1,1,4,1443,175,71.0,44,214,27,131,0.6150675980171247,0.6313677332131591
1,1,5,1443,175,71.0,44,214,27,131,0.6150675980171247,0.6313677332131591
1,2,0,1443,175,152.0,97,186,55,78,0.7554551599819739,0.8097679134745381
1,2,1,1443,175,136.0,94,199,42,81,0.752009914375845,0.810245606128887
1,2,2,1443,175,136.0,94,199,42,81,0.752009914375845,0.810245606128887
1,2,3,1443,175,136.0,94,199,42,81,0.752009914375845,0.810245606128887
1,2,4,1443,175,152.0,97,186,55,78,0.7554551599819739,0.8097679134745381
1,2,5,1443,175,152.0,97,186,55,78,0.7554551599819739,0.8097679134745381
1,3,0,1443,175,77.0,49,213,28,126,0.6289589905362777,0.6341415051825146
1,3,1,1443,175,77.0,49,213,28,126,0.6289589905362777,0.6288463271744029
1,3,2,1443,175,77.0,49,213,28,126,0.6289589905362777,0.6288463271744029
1,3,3,1443,175,77.0,49,213,28,126,0.6289589905362777,0.6288463271744029
1,3,4,1443,175,77.0,49,213,28,126,0.6289589905362777,0.6341415051825146
1,3,5,1443,175,77.0,49,213,28,126,0.6289589905362777,0.6341415051825146
10,0,0,7656,124,419.0,106,590,313,18,0.9066413410309562,0.982746732222089
10,0,1,7656,124,419.0,106,590,313,18,0.9066413410309562,0.982746732222089
10,0,2,7656,124,419.0,106,590,313,18,0.9066413410309562,0.982746732222089
10,0,3,7656,124,419.0,106,590,313,18,0.9066413410309562,0.982746732222089
10,0,4,7656,124,419.0,106,590,313,18,0.9066413410309562,0.982746732222089
10,0,5,7656,124,419.0,106,590,313,18,0.9066413410309562,0.982746732222089
10,1,0,7656,124,210.0,95,788,115,29,0.875430421599027,0.9002749558871397
10,1,1,7656,124,210.0,95,788,115,29,0.875430421599027,0.9002749558871397
10,1,2,7656,124,210.0,95,788,115,29,0.875430421599027,0.9002749558871397
10,1,3,7656,124,210.0,95,788,115,29,0.875430421599027,0.9002749558871397
10,1,4,7656,124,210.0,95,788,115,29,0.875430421599027,0.9002749558871397
10,1,5,7656,124,210.0,95,788,115,29,0.875430421599027,0.9002749558871397
10,2,0,7656,124,509.0,103,497,406,21,0.8883709077827077,0.9269043479005705
10,2,1,7656,124,509.0,103,497,406,21,0.8883709077827077,0.9269043479005705
10,2,2,7656,124,509.0,103,497,406,21,0.8883709077827077,0.9269043479005705
10,2,3,7656,124,509.0,103,497,406,21,0.8883709077827077,0.9269043479005705
10,2,4,7656,124,509.0,103,497,406,21,0.8883709077827077,0.9269043479005705
10,2,5,7656,124,509.0,103,497,406,21,0.8883709077827077,0.9269043479005705
10,3,0,7656,124,210.0,95,788,115,29,0.875430421599027,0.9006357819539856
10,3,1,7656,124,210.0,95,788,115,29,0.875430421599027,0.9006357819539856
10,3,2,7656,124,210.0,95,788,115,29,0.875430421599027,0.9006357819539856
10,3,3,7656,124,210.0,95,788,115,29,0.875430421599027,0.9006357819539856
10,3,4,7656,124,210.0,95,788,115,29,0.875430421599027,0.9006357819539856
10,3,5,7656,124,210.0,95,788,115,29,0.875430421599027,0.9006357819539856
11,0,0,9440,58,790.0,58,407,732,0,0.9609891281176721,0.9989828284536052
11,0,1,9440,58,787.0,58,410,729,0,0.9611490087401406,0.9989763964745404
11,0,2,9440,58,787.0,58,410,729,0,0.9611490087401406,0.9989763964745404
11,0,3,9440,58,787.0,58,410,729,0,0.9611490087401406,0.9989763964745404
11,0,4,9440,58,790.0,58,407,732,0,0.9609891281176721,0.9989828284536052
11,0,5,9440,58,790.0,58,407,732,0,0.9609891281176721,0.9989828284536052
11,1,0,9440,58,313.0,58,884,255,0,0.9864101470901726,0.9980933776343548
11,1,1,9440,58,313.0,58,884,255,0,0.9864101470901726,0.9980832702386816
11,1,2,9440,58,313.0,58,884,255,0,0.9864101470901726,0.9980832702386816
11,1,3,9440,58,313.0,58,884,255,0,0.9864101470901726,0.9980832702386816
11,1,4,9440,58,313.0,58,884,255,0,0.9864101470901726,0.9980933776343548
11,1,5,9440,58,313.0,58,884,255,0,0.9864101470901726,0.9980933776343548
11,2,0,9440,58,532.0,58,665,474,0,0.974738861649968,0.9991730312630936
11,2,1,9440,58,531.0,58,666,473,0,0.9747921551907909,0.9991721124089415
11,2,2,9440,58,531.0,58,666,473,0,0.9747921551907909,0.9991721124089415
11,2,3,9440,58,531.0,58,666,473,0,0.9747921551907909,0.9991721124089415
11,2,4,9440,58,532.0,58,665,474,0,0.974738861649968,0.9991730312630936
11,2,5,9440,58,532.0,58,665,474,0,0.974738861649968,0.9991730312630936
11,3,0,9440,58,318.0,58,879,260,0,0.9861436793860584,0.9988771602261116
11,3,1,9440,58,318.0,58,879,260,0,0.9861436793860584,0.9988679716845905
11,3,2,9440,58,318.0,58,879,260,0,0.9861436793860584,0.9988679716845905
11,3,3,9440,58,318.0,58,879,260,0,0.9861436793860584,0.9988679716845905
11,3,4,9440,58,318.0,58,879,260,0,0.9861436793860584,0.9988771602261116
11,3,5,9440,58,318.0,58,879,260,0,0.9861436793860584,0.9988771602261116
